"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WSF1","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00014739","BOSTON MA US","1936-03-26",,"0.00","0.0","0.0",,"57","40",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-03-27",,"0.82","0.0","0.0",,"50","38",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-03-28",,"0.26","0.0","0.0",,"59","41",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-03-29",,"0.00","0.0","0.0",,"68","38",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-03-30",,"0.00","0.0","0.0",,"60","46",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-03-31",,"0.00","0.0","0.0",,"70","37",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-01",,"0.00","0.0","0.0",,"48","33",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-02",,"1.15","0.0","0.0",,"39","34",,,,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00014739","BOSTON MA US","1936-04-03",,"0.11","0.0","0.0",,"46","33",,,,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00014739","BOSTON MA US","1936-04-04",,"0.00","0.0","0.0",,"46","29",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-05",,"0.01","0.0","0.0",,"53","35",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-06",,"0.54","0.0","0.0",,"58","42",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-07",,"0.16","0.0","0.0",,"47","38",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-08",,"0.00","0.0","0.0",,"47","34",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-09",,"0.00","0.0","0.0",,"56","32",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-10",,"0.30","0.0","0.0",,"42","38",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-11",,"0.49","0.0","0.0",,"41","35",,,,,,,,,,"    1",,,,,,,"    1",,"    1",,,
"USW00014739","BOSTON MA US","1936-04-12",,"0.01","0.0","0.0",,"39","35",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-13",,"0.03","0.0","0.0",,"46","36",,,,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00014739","BOSTON MA US","1936-04-14",,"0.00","0.0","0.0",,"60","38",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-15",,"0.33","0.0","0.0",,"45","39",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-16",,"0.06","0.0","0.0",,"52","38",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-17",,"0.00","0.0","0.0",,"50","39",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-18",,"0.00","0.0","0.0",,"51","39",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-19",,"0.00","0.0","0.0",,"54","39",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-20",,"0.00","0.0","0.0",,"59","39",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-21",,"0.30","0.0","0.0",,"70","43",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-22",,"0.00","0.0","0.0",,"51","37",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-23",,"0.00","0.0","0.0",,"59","33",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-24",,"0.00","0.0","0.0",,"48","36",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-25",,"0.00","0.0","0.0",,"51","32",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-26",,"0.03","0.0","0.0",,"59","42",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-27",,"0.00","0.0","0.0",,"49","38",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-04-28",,"0.00","0.0","0.0",,"59","37",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-29",,"0.00","0.0","0.0",,"76","54",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-04-30",,"0.02","0.0","0.0",,"80","58",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-01",,"0.00","0.0","0.0",,"77","58",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-02",,"0.00","0.0","0.0",,"81","55",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-03",,"0.49","0.0","0.0",,"73","61",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-04",,"0.59","0.0","0.0",,"61","44",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-05",,"0.00","0.0","0.0",,"60","47",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-06",,"0.00","0.0","0.0",,"62","47",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-07",,"0.00","0.0","0.0",,"65","50",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-08",,"0.00","0.0","0.0",,"83","55",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-09",,"0.00","0.0","0.0",,"80","47",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-10",,"0.00","0.0","0.0",,"50","44",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-11",,"0.00","0.0","0.0",,"71","44",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-12",,"0.05","0.0","0.0",,"78","53",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-13",,"0.00","0.0","0.0",,"81","57",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-14",,"0.04","0.0","0.0",,"62","48",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-15",,"0.01","0.0","0.0",,"67","42",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-16",,"0.01","0.0","0.0",,"56","34",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-17",,"0.02","0.0","0.0",,"72","46",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-18",,"0.00","0.0","0.0",,"91","61",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-19",,"0.00","0.0","0.0",,"78","58",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-20",,"0.00","0.0","0.0",,"63","48",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-21",,"0.00","0.0","0.0",,"65","43",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-22",,"0.00","0.0","0.0",,"58","42",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-23",,"0.00","0.0","0.0",,"85","47",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-24",,"0.00","0.0","0.0",,"91","65",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-25",,"0.00","0.0","0.0",,"79","59",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-26",,"0.00","0.0","0.0",,"71","54",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-27",,"0.49","0.0","0.0",,"71","53",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-05-28",,"0.00","0.0","0.0",,"64","49",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-29",,"0.00","0.0","0.0",,"70","45",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-30",,"0.00","0.0","0.0",,"67","51",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-05-31",,"0.00","0.0","0.0",,"72","48",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-01",,"0.00","0.0","0.0",,"83","53",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-02",,"0.00","0.0","0.0",,"84","63",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-03",,"0.00","0.0","0.0",,"83","63",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-04",,"0.00","0.0","0.0",,"80","64",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-05",,"0.00","0.0","0.0",,"74","61",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-06",,"0.00","0.0","0.0",,"74","59",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-07",,"0.00","0.0","0.0",,"74","56",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-08",,"0.00","0.0","0.0",,"67","55",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-09",,"0.00","0.0","0.0",,"67","55",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-10",,"0.00","0.0","0.0",,"69","55",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-11",,"0.00","0.0","0.0",,"78","58",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-12",,"0.13","0.0","0.0",,"72","59",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-13",,"0.07","0.0","0.0",,"61","58",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-14",,"1.07","0.0","0.0",,"59","57",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-15",,"0.79","0.0","0.0",,"62","57",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-16",,"0.00","0.0","0.0",,"76","58",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-17",,"0.00","0.0","0.0",,"79","52",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-18",,"0.12","0.0","0.0",,"74","59",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-19",,"0.00","0.0","0.0",,"76","65",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-20",,"0.00","0.0","0.0",,"80","63",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-21",,"0.01","0.0","0.0",,"84","61",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-22",,"0.00","0.0","0.0",,"74","53",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-23",,"0.00","0.0","0.0",,"70","65",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-24",,"0.14","0.0","0.0",,"60","54",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-25",,"0.00","0.0","0.0",,"81","55",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-06-26",,"0.00","0.0","0.0",,"85","63",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-27",,"0.02","0.0","0.0",,"73","63",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-28",,"0.02","0.0","0.0",,"78","61",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-29",,"0.00","0.0","0.0",,"71","56",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-06-30",,"0.00","0.0","0.0",,"76","55",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-01",,"0.00","0.0","0.0",,"80","57",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-02",,"0.00","0.0","0.0",,"76","60",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-03",,"0.00","0.0","0.0",,"74","61",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-04",,"0.00","0.0","0.0",,"85","63",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-05",,"0.03","0.0","0.0",,"80","59",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-06",,"0.00","0.0","0.0",,"71","58",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-07",,"0.00","0.0","0.0",,"89","61",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-08",,"0.00","0.0","0.0",,"98","69",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-09",,"0.48","0.0","0.0",,"83","66",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-10",,"0.17","0.0","0.0",,"88","63",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-11",,"0.14","0.0","0.0",,"71","63",,,,,,,,,,"    1",,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-12",,"0.00","0.0","0.0",,"74","63",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-13",,"0.00","0.0","0.0",,"80","63",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-14",,"0.00","0.0","0.0",,"94","68",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-15",,"0.00","0.0","0.0",,"79","66",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-16",,"0.00","0.0","0.0",,"79","62",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-17",,"0.00","0.0","0.0",,"80","60",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-18",,"0.04","0.0","0.0",,"74","64",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-19",,"0.00","0.0","0.0",,"74","61",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-20",,"0.11","0.0","0.0",,"74","61",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-21",,"0.00","0.0","0.0",,"68","58",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-22",,"0.00","0.0","0.0",,"72","62",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-23",,"0.00","0.0","0.0",,"81","62",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-24",,"0.04","0.0","0.0",,"77","66",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-25",,"0.00","0.0","0.0",,"80","61",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-26",,"0.00","0.0","0.0",,"79","57",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-27",,"0.00","0.0","0.0",,"83","60",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-28",,"0.00","0.0","0.0",,"92","64",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-07-29",,"0.01","0.0","0.0",,"88","69",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-30",,"0.00","0.0","0.0",,"78","64",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-07-31",,"0.00","0.0","0.0",,"80","58",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-01",,"0.00","0.0","0.0",,"83","63",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-02",,"0.00","0.0","0.0",,"92","67",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-03",,"0.00","0.0","0.0",,"87","65",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-04",,"0.40","0.0","0.0",,"92","69",,,,,,,,,,"    1",,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-05",,"0.00","0.0","0.0",,"74","61",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-06",,"0.62","0.0","0.0",,"63","58",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-07",,"0.00","0.0","0.0",,"72","57",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-08",,"0.00","0.0","0.0",,"78","60",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-09",,"0.00","0.0","0.0",,"74","59",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-10",,"0.00","0.0","0.0",,"85","61",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-11",,"0.00","0.0","0.0",,"81","65",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-12",,"0.00","0.0","0.0",,"77","62",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-13",,"0.00","0.0","0.0",,"92","64",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-14",,"0.01","0.0","0.0",,"79","66",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-15",,"0.04","0.0","0.0",,"85","65",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-16",,"0.00","0.0","0.0",,"94","76",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-17",,"0.31","0.0","0.0",,"89","62",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-18",,"0.00","0.0","0.0",,"71","56",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-19",,"0.00","0.0","0.0",,"83","60",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-20",,"0.35","0.0","0.0",,"74","62",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-21",,"0.25","0.0","0.0",,"71","56",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-22",,"1.03","0.0","0.0",,"59","54",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-23",,"0.00","0.0","0.0",,"82","59",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-24",,"0.00","0.0","0.0",,"86","71",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-25",,"0.00","0.0","0.0",,"81","60",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-26",,"0.05","0.0","0.0",,"69","57",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-27",,"0.00","0.0","0.0",,"71","60",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-28",,"0.00","0.0","0.0",,"69","55",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-08-29",,"0.65","0.0","0.0",,"63","57",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-30",,"1.44","0.0","0.0",,"68","59",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-08-31",,"0.00","0.0","0.0",,"75","58",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-01",,"0.00","0.0","0.0",,"72","56",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-02",,"0.02","0.0","0.0",,"69","53",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-03",,"0.08","0.0","0.0",,"73","59",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-04",,"0.00","0.0","0.0",,"69","55",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-05",,"0.00","0.0","0.0",,"64","53",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-06",,"0.00","0.0","0.0",,"77","52",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-07",,"0.00","0.0","0.0",,"80","59",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-08",,"0.05","0.0","0.0",,"90","71",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-09",,"0.00","0.0","0.0",,"73","61",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-10",,"0.00","0.0","0.0",,"69","60",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-11",,"0.01","0.0","0.0",,"70","59",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-12",,"0.09","0.0","0.0",,"80","63",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-13",,"0.00","0.0","0.0",,"70","57",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-14",,"0.00","0.0","0.0",,"62","50",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-15",,"0.00","0.0","0.0",,"62","53",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-16",,"0.00","0.0","0.0",,"78","60",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-17",,"0.00","0.0","0.0",,"75","61",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-18",,"2.10","0.0","0.0",,"62","54",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-19",,"1.21","0.0","0.0",,"72","53",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-20",,"0.00","0.0","0.0",,"66","51",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-21",,"0.10","0.0","0.0",,"65","57",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-22",,"0.00","0.0","0.0",,"75","62",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-23",,"0.00","0.0","0.0",,"77","63",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-24",,"0.10","0.0","0.0",,"73","62",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-25",,"0.02","0.0","0.0",,"63","45",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-26",,"0.00","0.0","0.0",,"59","41",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-27",,"0.00","0.0","0.0",,"71","50",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-09-28",,"0.00","0.0","0.0",,"73","50",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-29",,"0.00","0.0","0.0",,"54","43",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-09-30",,"0.01","0.0","0.0",,"56","43",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-10-01",,"1.63","0.0","0.0",,"56","50",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-10-02",,"0.00","0.0","0.0",,"65","51",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-10-03",,"0.00","0.0","0.0",,"64","44",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-10-04",,"0.00","0.0","0.0",,"61","44",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-10-05",,"0.00","0.0","0.0",,"72","50",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-10-06",,"0.00","0.0","0.0",,"66","50",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-10-07",,"0.01","0.0","0.0",,"70","55",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-10-08",,"0.00","0.0","0.0",,"77","60",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-10-09",,"0.00","0.0","0.0",,"69","53",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-10-10",,"0.03","0.0","0.0",,"71","56",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-10-11",,"0.00","0.0","0.0",,"74","56",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-10-12",,"0.00","0.0","0.0",,"63","40",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-10-13",,"0.00","0.0","0.0",,"48","36",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-10-14",,"0.00","0.0","0.0",,"53","42",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-10-15",,"0.00","0.0","0.0",,"66","50",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON MA US","1936-10-16",,"0.00","0.0","0.0",,"72","58",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-10-17",,"0.67","0.0","0.0",,"65","56",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON MA US","1936-10-18",,"0.02","0.0","0.0",,"62","43",,,,,,,,,,,,,,,,,"    1",,,,,
